id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
72991,boardgame,Asara,2010,2,4,45,45,45,9,1820,7.07586,6.65223,2321,76,144,472,506,158,2.3101
157403,boardgame,Black Fleet,2014,3,4,60,60,60,14,1466,7.20516,6.65194,2436,43,372,1225,409,118,1.9492
492,boardgame,Aladdin's Dragons,2000,3,5,90,60,90,10,2735,6.95213,6.65123,3263,132,168,382,1051,320,2.475
104347,boardgame,Santiago de Cuba,2011,2,4,60,40,60,10,2484,6.98875,6.65108,2711,61,169,574,501,195,2.1795
140933,boardgame,Blueprints,2013,2,4,30,30,30,14,2276,7.00474,6.65051,3146,49,218,780,524,159,1.717
144797,boardgame,Argent: The Consortium,2015,2,5,150,60,150,10,626,7.99008,6.64453,1221,22,164,554,209,79,3.8354
730,boardgame,Breakout: Normandy,1992,2,2,240,240,240,12,801,7.69698,6.64261,1738,51,129,278,415,150,3.3733
120523,boardgame,Nothing Personal,2013,3,5,120,120,120,8,1221,7.29948,6.64256,2038,55,289,946,360,86,2.7674
196,boardgame,Kremlin,1986,3,6,75,75,75,12,2228,7.02582,6.64214,3157,115,188,467,792,256,2.8008
26,boardgame,Age of Renaissance,1996,3,6,360,360,360,12,1851,7.12242,6.64207,2332,99,144,325,703,258,3.845
17329,boardgame,Animal Upon Animal,2005,2,4,15,15,15,4,3038,6.91481,6.63936,4306,44,238,762,1117,264,1.0492
168584,boardgame,Love Letter: Batman,2015,2,4,20,20,20,10,999,7.49995,6.63902,2457,16,45,165,208,53,1.2075
156943,boardgame,Saint Petersburg (second edition),2014,2,5,60,60,60,13,675,7.82525,6.63735,1317,16,172,465,171,56,2.8036
98229,boardgame,Pictomania,2011,3,6,25,25,25,9,1025,7.42254,6.63729,1535,32,188,603,206,67,1.5075
2081,boardgame,The Civil War,1983,2,2,1200,1200,1200,12,853,7.65131,6.63529,2006,88,59,179,401,163,3.7423
125678,boardgame,DC Comics Deck-Building Game,2012,2,5,45,45,45,15,2736,7.01829,6.63364,4067,125,107,453,662,191,1.9948
156009,boardgame,Port Royal,2014,2,5,50,20,50,8,1878,7.06443,6.6332,2684,53,125,377,401,167,1.5449
3800,boardgame,Himalaya,2002,3,4,60,60,60,8,1833,7.05467,6.63281,1765,40,238,492,571,224,2.567
2338,boardgame,Starship Catan,2001,2,2,60,60,60,12,3565,6.86511,6.63253,5354,197,210,543,1155,361,2.4626
16496,boardgame,Roma,2005,2,2,45,45,45,8,3719,6.86011,6.63227,4553,181,186,608,1283,439,2.0046
10,boardgame,Elfenland,1998,2,6,60,60,60,10,6054,6.77331,6.62873,6918,226,194,675,1734,642,2.1698
106662,boardgame,Power Grid: The First Sparks,2011,2,6,60,60,60,12,2670,6.9256,6.62729,3306,118,202,742,661,218,2.6972
101785,boardgame,D-Day Dice,2012,1,4,45,45,45,14,2593,6.93984,6.62682,4349,249,171,629,809,207,2.0242
154246,boardgame,La Isla,2014,2,4,60,30,60,10,1766,7.06875,6.62593,3017,71,195,635,449,165,2.2121
139898,boardgame,Brew Crafters,2013,2,5,90,90,90,12,674,7.79546,6.62516,1516,24,244,736,209,79,3.5949
142079,boardgame,Space Cadets: Dice Duel,2013,4,8,30,30,30,12,1812,7.05356,6.6222,3164,109,307,1105,485,87,2.0805
135382,boardgame,Shadowrun: Crossfire,2014,1,4,60,30,60,13,1183,7.32679,6.62159,2331,77,286,1130,321,100,2.79
22038,boardgame,Warrior Knights,2006,2,6,180,180,180,12,3171,6.90403,6.62154,4574,238,176,836,995,486,3.4856
12761,boardgame,Ys,2004,2,4,90,90,90,12,2212,6.96623,6.62019,2855,152,156,461,814,319,2.9185
117985,boardgame,Star Trek: Catan,2012,3,4,75,75,75,10,1519,7.17558,6.61998,3904,107,121,517,380,106,2.3679
152162,boardgame,Diamonds,2014,2,6,30,20,30,8,1642,7.09415,6.61997,2682,35,246,674,408,109,1.5872
129051,boardgame,Le Havre: The Inland Port,2012,2,2,30,30,30,10,1577,7.10574,6.6193,2906,84,212,535,363,105,2.5524
1231,boardgame,Bausack,1987,2,8,45,15,45,7,2843,6.90505,6.61914,3314,158,215,751,1076,247,1.3117
16986,boardgame,Ubongo,2003,2,4,30,20,30,8,4469,6.80597,6.61817,4464,102,188,587,1066,409,1.5819
94362,boardgame,Rune Age,2011,1,4,60,60,60,13,3042,6.90781,6.6171,4541,271,110,606,700,204,2.2647
21550,boardgame,Blokus Trigon,2006,2,4,20,20,20,5,2234,6.97387,6.61295,2619,132,56,219,706,233,1.9657
139030,boardgame,Mascarade,2013,2,13,30,30,30,10,4137,6.82346,6.61285,6389,158,224,1039,884,274,1.5182
19622,boardgame,A Victory Lost,2006,2,2,360,360,360,12,761,7.68465,6.61213,1398,28,143,444,422,161,2.6087
38765,boardgame,Ground Floor,2012,2,6,150,90,150,12,1205,7.24099,6.61164,1951,113,107,370,436,150,3.7067
6411,boardgame,Blokus 3D,2003,2,4,15,15,15,8,3188,6.86208,6.61157,3814,235,97,327,1149,356,1.7556
125548,boardgame,Pixel Tactics,2012,2,2,45,45,45,12,1155,7.31513,6.61049,2739,66,136,516,299,87,2.6092
878,boardgame,Wyatt Earp,2001,2,4,45,30,45,8,3300,6.8679,6.61007,4366,168,152,422,1195,352,1.8438
38862,boardgame,Giants,2008,3,5,90,90,90,10,1864,7.02658,6.61004,2563,139,155,567,564,193,2.9585
73369,boardgame,51st State,2010,2,4,90,40,90,10,2150,6.98667,6.6071,2936,182,126,646,664,217,3.1106
61692,boardgame,Axis & Allies Europe 1940,2010,2,6,360,360,360,12,926,7.58661,6.60402,1872,41,68,300,229,85,3.3529
254,boardgame,Empires in Arms,1983,2,7,6000,6000,6000,14,986,7.50447,6.6021,1585,55,86,264,424,181,4.4254
63268,boardgame,Spot it!,2009,2,8,15,15,15,7,3907,6.82502,6.60141,5900,72,44,282,855,309,1.055
37387,boardgame,Steel Driver,2008,3,6,60,60,60,11,1679,7.0442,6.60006,1931,96,121,273,568,215,2.8
39684,boardgame,Merkator,2010,1,4,90,45,90,12,1734,7.02577,6.59979,2224,68,256,694,512,147,2.9932
38343,boardgame,Ad Astra,2009,3,5,60,60,60,13,2319,6.93311,6.59902,2383,102,199,801,718,207,2.686
9446,boardgame,Blue Moon,2004,2,2,30,30,30,12,4785,6.77637,6.59773,5817,388,160,702,1801,573,2.1728
43443,boardgame,Castle Panic,2009,1,6,60,60,60,10,7413,6.74371,6.59611,11496,315,278,1605,2077,532,1.6654
481,boardgame,Carolus Magnus,2000,2,4,60,60,60,12,2884,6.86933,6.59546,3298,182,98,363,963,360,2.5972
1499,boardgame,World in Flames,1985,2,7,6000,6000,6000,12,1052,7.4624,6.59539,1934,106,65,235,501,241,4.5851
157526,boardgame,Viceroy,2014,1,4,60,45,60,12,1040,7.35522,6.59505,2911,81,151,640,375,94,2.5532
19237,boardgame,Ca$h 'n Gun$,2005,4,6,30,30,30,10,8016,6.70494,6.595,7306,258,374,1448,2372,718,1.2772
3072,boardgame,Necromunda,1995,2,4,30,30,30,12,1397,7.22647,6.59476,1600,39,76,155,371,147,3.0612
220,boardgame,High Society,1995,3,5,15,15,15,10,3935,6.79314,6.59278,4280,154,169,511,1472,452,1.5487
11825,boardgame,Empire of the Sun,2005,1,2,360,360,360,12,685,7.79289,6.59259,2109,47,127,416,391,167,4.0419
42124,boardgame,Dungeon Twister 2: Prison,2009,1,2,60,60,60,10,954,7.4198,6.59197,2063,102,165,679,351,91,3.3077
138431,boardgame,Galaxy Defenders,2014,1,5,120,120,120,12,754,7.71806,6.59186,1659,52,209,838,274,75,3.12
3284,boardgame,Star Wars: Epic Duels,2002,2,6,30,30,30,10,2436,6.98434,6.59061,3081,202,188,397,998,254,1.752
102548,boardgame,Dungeon Fighter,2011,1,6,45,45,45,14,2473,6.91967,6.59047,3355,107,225,929,559,169,1.716
620,boardgame,We the People,1994,2,2,120,120,120,12,1012,7.34851,6.58888,1433,71,163,371,449,133,2.7218
37907,boardgame,Diamonds Club,2008,2,4,75,75,75,10,1488,7.09293,6.58827,1236,34,153,357,436,168,2.619
701,boardgame,A House Divided,1981,2,2,240,240,240,12,1581,7.08934,6.58678,3051,181,117,337,788,233,2.6395
1897,boardgame,Starfarers of Catan,1999,3,4,120,120,120,12,4051,6.80747,6.58498,5198,210,217,600,1294,416,2.5865
165838,boardgame,Space Hulk (fourth edition),2014,2,2,60,60,60,12,528,8.18884,6.5848,1891,60,73,250,139,53,2.7358
84,boardgame,Rommel in the Desert,1982,2,2,150,150,150,12,812,7.54264,6.58319,1675,61,172,402,448,145,3.3793
150999,boardgame,Valley of the Kings,2014,2,4,45,45,45,14,1230,7.18884,6.58223,2454,54,175,546,324,85,2.2118
147303,boardgame,Carcassonne: South Seas,2013,2,5,35,35,35,8,1156,7.2491,6.5815,2042,37,103,330,266,86,1.8372
6351,boardgame,Gulo Gulo,2003,2,6,20,15,20,5,2453,6.89718,6.58144,2624,51,419,940,1212,309,1.0777
115,boardgame,I'm the Boss!,1994,3,6,60,60,60,12,2777,6.86723,6.57926,2995,151,191,605,1047,291,1.9794
9220,boardgame,Saboteur,2004,3,10,30,30,30,8,12720,6.67618,6.57892,17552,401,235,1213,2871,1174,1.3322
22,boardgame,Magic Realm,1979,1,16,240,240,240,12,1579,7.11239,6.57879,2861,113,363,1008,909,313,4.4824
146418,boardgame,Warhammer: Diskwars,2013,2,4,60,60,60,14,966,7.53313,6.57872,2192,117,106,391,231,106,2.7264
103092,boardgame,Helvetia,2011,2,4,90,90,90,12,1427,7.08322,6.57851,1652,55,194,564,367,125,3.024
87890,boardgame,Prt--Porter,2010,2,4,90,90,90,10,1031,7.31572,6.57619,1402,29,314,717,300,120,3.65
56692,boardgame,Parade,2007,2,6,60,60,60,12,2374,6.89144,6.57577,3089,55,160,584,682,176,1.5398
94104,boardgame,Omen: A Reign of War,2011,2,2,30,30,30,12,822,7.51573,6.57559,1807,96,93,356,361,89,2.3034
85256,boardgame,Timeline: Inventions,2010,2,8,15,15,15,8,3477,6.81228,6.57545,5425,66,88,457,703,252,1.119
21920,boardgame,Leonardo da Vinci,2006,2,5,90,90,90,12,3090,6.83395,6.57445,4016,387,54,390,1171,431,3.1995
16992,boardgame,Tsuro,2004,2,8,15,15,15,8,10908,6.67825,6.57427,14100,289,338,1840,2812,990,1.2747
57925,boardgame,Havana,2009,2,4,45,30,45,10,2193,6.91034,6.5726,2661,104,154,429,506,175,2.2
113873,boardgame,"The Hunters: German U-Boats at War, 1939-43",2013,1,2,120,120,120,12,655,7.81148,6.57215,1832,41,136,447,289,113,2.5841
826,boardgame,Cartagena,2000,2,5,45,45,45,8,5842,6.71617,6.57214,6083,142,250,830,1861,705,1.6213
88827,boardgame,Battle Cry: 150th Civil War Anniversary Edition,2010,2,2,45,45,45,12,697,7.69862,6.57167,1378,26,90,249,223,78,2.0385
131260,boardgame,Qwixx,2012,2,5,15,15,15,8,2420,6.89048,6.57144,3547,25,84,310,578,218,1.1514
92190,boardgame,Super Dungeon Explore,2011,2,6,120,120,120,10,1754,7.10093,6.57064,3926,111,313,1235,505,149,2.7114
160902,boardgame,Dungeons & Dragons Dice Masters: Battle for Faern,2015,2,2,0,60,0,14,621,7.82241,6.57014,1941,85,73,185,150,45,2.0889
41916,boardgame,The Magic Labyrinth,2009,2,4,15,15,15,6,2114,6.93295,6.56951,3212,41,148,523,560,146,1.274
71906,boardgame,Castaways,2013,1,4,120,120,120,12,1155,7.24442,6.56948,1902,100,182,809,318,118,2.9915
24773,boardgame,On the Underground,2006,2,5,60,60,60,7,2045,6.92939,6.56872,1793,56,186,531,779,306,2.451
242,boardgame,Junta,1978,2,7,240,240,240,16,3971,6.82064,6.56608,5697,351,127,573,1322,429,2.8345
35435,boardgame,Nefertiti,2008,3,4,45,45,45,8,1580,7.03788,6.56299,1595,53,89,270,447,159,2.3711
165401,boardgame,Wir sind das Volk!,2014,2,2,150,150,150,12,492,8.09543,6.56258,1168,21,163,473,142,66,3.4848
131366,boardgame,Eight-Minute Empire,2012,2,5,20,8,20,13,3461,6.78556,6.56073,4233,137,226,794,722,288,1.5903
70,boardgame,Big City,1999,2,5,60,60,60,10,2058,6.91508,6.56053,2102,58,337,709,797,251,2.2191
5716,boardgame,Balloon Cup,2003,2,2,30,30,30,8,4801,6.72591,6.56033,5015,109,347,862,1822,625,1.4592
1662,boardgame,"Napoleon: The Waterloo Campaign, 1815",1974,2,3,120,120,120,12,985,7.33324,6.55895,1988,101,95,241,584,177,2.435
1540,boardgame,BattleTech,1985,2,20,90,90,90,12,2597,6.91541,6.55879,3511,168,39,111,850,345,3.3768
90040,boardgame,Pergamon,2011,2,4,45,45,45,10,1706,6.97942,6.55873,1932,58,172,474,450,159,2.239
73,boardgame,Show Manager,1996,2,6,60,60,60,10,1321,7.1221,6.55857,1389,46,184,383,440,151,2.0993
157809,boardgame,Nations: The Dice Game,2014,1,4,40,20,40,14,1414,7.08068,6.55854,1705,33,343,1061,331,136,2.0221
127518,boardgame,A Distant Plain,2013,1,4,180,180,180,12,517,8.06983,6.55699,1258,17,278,733,204,78,3.5897
29937,boardgame,Knig von Siam,2007,2,4,30,30,30,12,1812,6.94592,6.55387,1596,55,171,488,673,244,2.7049
112,boardgame,Condottiere,1995,2,6,45,45,45,14,5360,6.70546,6.55317,6052,230,189,762,1730,604,1.9536
148951,boardgame,Tiny Epic Kingdoms,2014,2,5,30,30,30,13,2479,6.88547,6.55277,5801,211,132,663,711,195,2.0564
1403,boardgame,Turn the Tide,1997,3,5,30,30,30,10,2775,6.82192,6.55228,3755,112,108,359,866,349,1.533
21954,boardgame,Perikles,2006,3,5,120,120,120,13,1705,6.97419,6.55193,2505,212,55,265,739,265,3.2868
38863,boardgame,Hab & Gut,2008,3,5,45,45,45,10,1390,7.07287,6.55128,1245,29,146,338,379,150,2.2067
168,boardgame,Empire Builder,1982,2,6,180,180,180,12,2283,6.92991,6.55125,3126,169,81,275,827,269,2.6283
107255,boardgame,Evo (second edition),2011,2,5,60,60,60,14,1493,7.05758,6.5494,1726,51,156,481,296,111,2.3333
1115,boardgame,Poker,1810,2,10,60,60,60,12,6014,6.71319,6.54923,4782,28,2,35,1645,546,2.4725
104955,boardgame,Antike Duellum,2012,2,2,75,75,75,13,975,7.29832,6.54807,1535,69,100,378,319,100,2.82
75476,boardgame,Inca Empire,2010,3,4,120,120,120,12,1188,7.14108,6.54577,1546,74,146,434,388,123,3.1463
144529,boardgame,Theseus: The Dark Orbit,2013,2,4,90,45,90,8,916,7.38059,6.54553,1522,44,174,660,242,82,2.7683
5206,boardgame,Ogre,1977,1,3,45,45,45,10,1975,6.97136,6.54327,5559,196,125,422,1005,298,2.3557
1915,boardgame,Middle-Earth,1995,1,5,90,90,90,12,1413,7.14902,6.54262,2162,178,109,133,553,183,3.623
54361,boardgame,Heroscape Master Set:  Battle for the Underdark,2010,2,2,60,60,60,8,819,7.49502,6.54093,2149,48,158,235,258,45,2.4667
2961,boardgame,Confusion:  Espionage and Deception in the Cold War,1992,2,2,45,45,45,12,1053,7.19989,6.53908,1639,75,258,814,377,85,2.4471
2393,boardgame,Xiangqi,762,2,2,60,60,60,8,1312,7.18599,6.5384,2000,47,42,218,448,167,3.5928
158889,boardgame,Summoner Wars: Alliances Master Set,2015,2,4,45,45,45,9,354,8.75975,6.53769,1061,9,122,403,82,24,2.5417
2122,boardgame,Vampire: The Eternal Struggle,1994,2,5,120,120,120,13,1781,7.03758,6.5373,2202,196,70,119,613,194,3.299
56931,boardgame,Arena: Roma II,2009,2,2,45,30,45,8,1504,7.01737,6.53663,2176,60,225,579,562,128,1.9297
130176,boardgame,Tales & Games: The Hare & the Tortoise,2011,2,5,15,15,15,7,950,7.33786,6.5365,1805,21,168,520,198,62,1.4194
15839,boardgame,Bonaparte at Marengo,2005,2,2,120,120,120,12,824,7.41036,6.53605,1107,34,238,569,552,172,3.2035
36522,boardgame,2 de Mayo,2008,2,2,20,20,20,12,1592,6.99927,6.53535,2178,106,203,647,688,159,2.1509
204,boardgame,Stephensons Rocket,1999,2,4,60,60,60,12,1980,6.89671,6.53407,2386,118,214,403,756,228,3.1228
41933,boardgame,Arctic Scavengers,2009,2,5,60,45,60,12,1539,7.02724,6.53342,2205,98,231,823,489,109,2.2569
138649,boardgame,DC Comics Dice Masters: Justice League,2015,2,2,60,60,60,14,479,8.09554,6.53327,1479,53,68,180,80,18,2.2222
15512,boardgame,Diamant,2005,3,8,30,30,30,8,4483,6.70243,6.53295,3501,46,262,786,1837,674,1.1217
168917,boardgame,Smash Up: Pretty Pretty Smash Up,2015,2,4,45,45,45,14,627,7.73788,6.53295,2684,14,98,330,88,16,2.0625
138233,boardgame,Ascension: Rise of Vigil,2013,2,4,30,30,30,13,886,7.36668,6.52981,1721,44,54,203,171,52,2.2692
83195,boardgame,Ghost Blitz,2010,2,8,20,20,20,8,2556,6.82409,6.52974,3463,33,92,303,588,236,1.1356
37141,boardgame,Time's Up! Deluxe,2008,4,18,90,90,90,0,672,7.59916,6.52971,1120,52,35,167,210,52,1.25
7805,boardgame,Fearsome Floors,2003,2,7,60,60,60,10,5575,6.67347,6.52954,5427,184,272,833,1845,611,1.8232
15953,boardgame,Wings of War: Burning Drachens,2005,1,2,45,45,45,8,1215,7.18315,6.5272,2441,89,75,171,359,170,1.9588
681,boardgame,Quarto!,1991,2,2,20,20,20,6,3013,6.79342,6.52694,4243,234,50,303,850,249,2.0602
31497,boardgame,Oregon,2007,2,4,45,45,45,8,2647,6.79235,6.52621,2493,100,160,440,827,309,2.1586
9910,boardgame,Wings of War: Watch Your Back!,2005,2,4,30,30,30,10,1616,7.00776,6.52553,2863,106,60,148,444,192,1.7031
53093,boardgame,Heroes of Normandie,2014,2,2,60,30,60,14,632,7.82656,6.52508,1781,50,222,699,196,88,2.6932
23679,boardgame,Warriors of God,2008,2,2,180,180,180,12,809,7.39315,6.52494,1477,57,180,500,387,159,2.6289
37358,boardgame,Founding Fathers,2010,3,5,90,90,90,13,1380,7.02455,6.52477,1373,73,275,729,481,140,2.7286
144568,boardgame,Dawn of the Zeds (Second edition),2013,1,1,90,45,90,13,446,8.18637,6.52458,1039,47,125,385,180,44,3.0455
91984,boardgame,Qubec,2011,2,5,75,75,75,13,1004,7.22035,6.52425,1438,64,94,355,261,99,3.1212
39339,boardgame,Android,2008,3,5,180,180,180,13,2952,6.78166,6.52404,4806,218,188,923,1141,391,3.9437
113401,boardgame,Timeline: Historical Events,2011,2,8,15,15,15,8,1733,6.95709,6.52377,3151,22,116,330,300,96,1.1042
151022,boardgame,Baseball Highlights: 2045,2015,1,4,45,45,45,9,463,8.10857,6.52291,751,14,252,553,165,48,2.1875
3565,boardgame,Mordheim: City of the Damned,1999,2,6,60,60,60,10,1221,7.21064,6.52125,1530,17,66,148,315,118,3.0424
86246,boardgame,Drum Roll,2011,2,4,90,90,90,12,1268,7.0864,6.5201,1752,66,174,521,359,132,3.0606
2842,boardgame,TransAmerica,2001,2,6,30,30,30,13,6205,6.65887,6.51991,5554,128,232,614,2058,786,1.3601
152470,boardgame,Fief: France 1429,2015,3,6,240,120,240,13,648,7.69836,6.51902,1987,59,125,508,290,84,3.619
134453,boardgame,The Little Prince: Make Me a Planet,2013,2,5,25,25,25,8,1599,6.97824,6.51889,1922,25,132,476,328,115,1.6348
42487,boardgame,Lost Cities: The Board Game,2008,2,4,60,30,60,8,2189,6.84892,6.51888,2664,91,128,446,578,164,1.7439
152765,boardgame,Thunderstone Advance: Worlds Collide,2014,1,5,60,60,60,12,464,8.08774,6.51884,1323,24,110,280,88,19,2.6842
38992,boardgame,Royal Palace,2008,2,4,60,60,60,12,1749,6.91956,6.51825,2000,97,81,269,535,205,2.7951
131014,boardgame,Carcassonne: Winter Edition,2012,2,5,40,40,40,8,678,7.58469,6.51767,1531,19,42,165,166,41,1.8049
14254,boardgame,PitchCar Mini,2003,2,8,30,30,30,6,1479,6.99668,6.51658,1582,33,193,352,469,141,1.1418
127024,boardgame,Room 25,2013,1,6,30,30,30,13,2201,6.86949,6.51632,2875,60,204,786,401,155,1.9097
103185,boardgame,Walnut Grove,2011,1,4,60,30,60,10,1413,7.00999,6.51484,1538,47,269,703,407,144,2.4583
145639,boardgame,Coconuts,2013,2,4,20,20,20,6,1102,7.20637,6.5138,1665,19,108,309,308,79,1.038
3955,boardgame,BANG!,2002,4,7,40,20,40,8,16573,6.62202,6.51331,18259,729,115,1074,4506,1826,1.6413
8129,boardgame,Zing!,2003,3,5,30,30,30,10,1684,6.93498,6.51253,2227,74,87,213,655,199,1.8744
157,boardgame,Eurorails,1990,2,6,240,180,240,10,1453,7.05598,6.51114,2001,79,39,124,499,140,2.7429
157096,boardgame,Historia,2014,1,6,120,120,120,14,1102,7.16629,6.5111,1607,60,201,719,267,112,3.125
142961,boardgame,Thunderstone Advance: Numenera,2013,1,5,90,60,90,12,620,7.67994,6.50912,1700,69,96,317,124,39,2.5641
142992,boardgame,Gravwell: Escape from the 9th Dimension,2013,1,4,20,20,20,12,1275,7.08931,6.50874,1897,53,151,578,322,82,1.8171
39217,boardgame,Fighting Formations: Grossdeutschland Motorized Infantry Division,2011,2,2,180,180,180,0,639,7.6442,6.50866,1606,83,63,289,301,117,3.1966
63543,boardgame,Horus Heresy,2010,2,2,135,135,135,13,1194,7.14893,6.50824,2980,147,128,543,395,142,3.7183
143185,boardgame,Smash Up: The Obligatory Cthulhu Set,2013,2,4,45,30,45,12,1616,6.97752,6.50675,5129,87,81,336,262,59,2.1864
71836,boardgame,Onirim,2010,1,2,15,15,15,8,3097,6.75597,6.50648,5582,229,154,770,935,265,1.6264
10093,boardgame,Axis & Allies,2004,2,5,240,240,240,12,4791,6.77156,6.50614,5902,354,53,273,1317,573,3.2007
925,boardgame,Werewolf,1986,8,24,60,60,60,8,3478,6.74191,6.50586,3371,67,36,221,1464,426,1.3944
31552,boardgame,Wings of War: Deluxe Set,2007,2,4,45,45,45,0,916,7.30212,6.50481,1308,34,62,176,217,80,1.975
25224,boardgame,Hermagor,2006,2,5,120,90,120,12,1565,6.95116,6.50292,1790,107,75,273,582,221,3.1765
65564,boardgame,Hornet Leader: Carrier Air Operations,2010,1,1,60,60,60,12,492,8.02219,6.50284,1160,24,144,485,189,85,2.8471
36811,boardgame,The Princes of Machu Picchu,2008,2,5,90,90,90,12,1386,6.99725,6.50265,1394,45,113,334,439,171,3.117
1887,boardgame,Legend of the Five Rings,1995,2,8,45,45,45,12,1331,7.09417,6.50186,1930,201,37,89,462,130,3.2692
394,boardgame,Kahuna,1998,2,2,40,30,40,10,4725,6.66879,6.50185,6088,199,202,819,1355,474,2.0717
24827,boardgame,Traders of Osaka,2006,2,4,30,30,30,12,1722,6.88975,6.50154,2007,73,235,730,640,222,2.0721
157001,boardgame,Trains: Rising Sun,2014,2,4,45,45,45,12,535,7.78876,6.50027,1600,21,235,568,163,40,2.425
28089,boardgame,Chteau Roquefort,2007,2,4,30,30,30,6,1811,6.87911,6.49912,2313,51,218,568,640,210,1.581
3228,boardgame,Pueblo,2002,2,4,60,60,60,10,1873,6.86793,6.49896,1754,45,202,455,640,184,2.288
424,boardgame,1870,1992,2,6,360,360,360,14,758,7.43425,6.49825,1201,43,66,151,299,122,4.1721
171499,boardgame,Cacao,2015,2,4,45,45,45,8,1021,7.20078,6.498,1417,22,159,549,221,101,1.8515
38386,boardgame,A Castle for All Seasons,2008,2,4,60,60,60,10,2466,6.78511,6.49785,2721,140,140,456,757,268,2.8022
34887,boardgame,Revolution!,2009,3,4,60,60,60,10,2923,6.75367,6.49719,3372,134,209,796,813,216,2.0463
12166,boardgame,Funkenschlag,2001,2,6,180,180,180,12,662,7.59968,6.4962,876,33,23,87,212,59,3.5932
122240,boardgame,Last Night on Earth: Timber Peak,2012,2,6,90,90,90,12,572,7.80587,6.49522,1577,18,168,483,141,42,2.5714
40209,boardgame,RAF: The Battle of Britain 1940,2009,1,2,300,300,300,0,474,7.99771,6.4935,1356,19,152,490,190,83,3.2771
232,boardgame,Serenissima (first edition),1996,2,4,120,120,120,12,1974,6.90388,6.49243,2587,158,74,279,678,248,3.0605
1829,boardgame,Risk 2210 A.D.,2001,2,5,240,240,240,10,5122,6.73686,6.48962,8117,523,78,404,1610,569,2.717
2808,boardgame,The Russian Campaign,1974,2,2,360,360,360,12,1093,7.18524,6.4887,2028,88,35,110,501,160,2.9125
8098,boardgame,Jungle Speed,1997,2,8,10,10,10,7,6226,6.64625,6.48796,8222,184,71,449,1464,535,1.1477
594,boardgame,Sleuth,1971,3,7,45,30,45,10,1831,6.84586,6.48627,3281,176,145,526,843,178,2.4888
9215,boardgame,Revolution: The Dutch Revolt 1568-1648,2004,2,5,300,300,300,12,788,7.34794,6.48441,1495,61,122,356,372,173,4.237
3931,boardgame,Mare Nostrum,2003,3,5,120,120,120,10,2705,6.77453,6.48364,3058,184,209,646,1021,338,2.9911
123096,boardgame,Space Cadets,2012,3,6,120,60,120,8,2135,6.81449,6.48284,3844,253,364,1584,592,144,2.7153
32666,boardgame,Wealth of Nations,2008,3,6,120,120,120,0,1481,6.96313,6.48242,1556,75,115,420,530,197,3.6193
2987,boardgame,Pirate's Cove,2002,3,5,90,60,90,8,6636,6.62059,6.48113,7766,322,268,1070,2264,758,1.9987
8481,boardgame,Crusader Rex,2005,2,2,180,180,180,12,964,7.19488,6.48069,1484,74,168,424,498,181,2.9227
2570,boardgame,Atlantic Star,2001,2,6,60,60,60,10,1616,6.91002,6.48019,1461,61,106,192,605,215,2.1442
199,boardgame,Manhattan,1994,2,4,45,45,45,10,3337,6.69087,6.47966,3978,135,244,654,1013,343,1.9563
102435,boardgame,Navajo Wars,2013,1,2,120,120,120,12,421,8.12352,6.47838,1375,47,190,531,226,67,3.8209
2065,boardgame,Shogi,1000,2,2,60,60,60,8,976,7.27203,6.47823,1635,44,47,251,389,114,3.7982
25277,boardgame,Richard III: The Wars of the Roses,2009,2,2,120,120,120,12,690,7.48759,6.47763,1187,44,155,509,301,124,2.6371
55829,boardgame,Axis & Allies Pacific 1940,2009,2,4,360,360,360,12,857,7.45119,6.47628,1878,45,62,260,217,81,3.5185
67239,boardgame,Catan Histories: Settlers of America  Trails to Rails,2010,3,4,120,120,120,12,1451,6.95565,6.47527,2443,113,99,328,431,122,2.6721
113636,boardgame,Edo,2012,2,4,60,60,60,12,964,7.18639,6.47521,1408,57,112,421,274,89,2.9551
986,boardgame,Babel,2000,2,2,60,45,60,12,2849,6.72821,6.47516,4384,172,152,485,976,323,2.4087
33451,boardgame,The Red Dragon Inn 2,2008,2,4,45,45,45,13,1673,6.92181,6.47478,2882,69,119,435,335,89,1.8202
17710,boardgame,Conquest of the Empire,2005,2,6,240,180,240,10,2565,6.80302,6.47467,4341,284,112,519,999,384,3.0833
24703,boardgame,Heroscape Marvel: The Conflict Begins,2007,2,2,60,60,60,8,1514,6.98295,6.4741,3338,127,99,213,539,122,2.0492
73316,boardgame,Magnum Sal,2010,2,4,90,90,90,10,1127,7.08345,6.4741,1225,29,126,392,304,89,2.9438
143986,boardgame,CV,2013,2,4,60,60,60,10,1711,6.87332,6.4737,2166,42,319,930,407,150,1.8333
442,boardgame,Um Reifenbreite,1979,2,4,60,60,60,8,1687,6.88409,6.47259,2589,124,130,318,543,203,1.9852
18748,boardgame,Unhappy King Charles! ,2008,2,2,240,240,240,0,566,7.70919,6.4712,1425,30,101,295,305,107,3.2991
237,boardgame,Wooden Ships & Iron Men,1974,2,2,60,60,60,12,1545,6.95446,6.47092,2991,170,68,235,588,225,3.12
